527,600936,广西广电
528,600926,杭州银行
529,600919,江苏银行
530,600917,重庆燃气
531,600909,华安证券
532,600908,无锡银行
533,600900,长江电力
534,600898,国美通讯
535,600897,厦门空港
536,600896,览海投资
537,600895,张江高科
538,600894,广日股份
539,600893,航发动力
540,600892,大晟文化
541,600891,秋林集团
542,600890,中房股份
543,600889,南京化纤
544,600888,新疆众和
545,600887,伊利股份
546,600886,国投电力
547,600885,宏发股份
548,600884,杉杉股份
549,600883,博闻科技
550,600882,广泽股份
551,600881,亚泰集团
552,600880,博瑞传播
553,600879,航天电子
554,600876,洛阳玻璃
555,600875,东方电气
556,600874,创业环保
557,600873,梅花生物
558,600872,中炬高新
559,600871,石化油服
560,600870,厦华电子
561,600869,智慧能源
562,600868,梅雁吉祥
563,600867,通化东宝
564,600865,百大集团
565,600864,哈投股份
566,600863,内蒙华电
567,600862,中航高科
568,600861,北京城乡
569,600859,王府井
570,600858,银座股份
571,600857,宁波中百
572,600856,中天能源
573,600855,航天长峰
574,600854,春兰股份
575,600853,龙建股份
576,600851,海欣股份
577,600850,华东电脑
578,600848,上海临港
579,600846,同济科技
580,600845,宝信软件
581,600843,上工申贝
582,600841,上柴股份
583,600839,四川长虹
584,600838,上海九百
585,600837,海通证券
586,600836,界龙实业
587,600835,上海机电
588,600834,申通地铁
589,600833,第一医药
590,600831,广电网络
591,600830,香溢融通
592,600829,人民同泰
593,600828,茂业商业
594,600827,百联股份
595,600826,兰生股份
596,600825,新华传媒
597,600824,益民集团
598,600823,世茂股份
599,600822,上海物贸
600,600821,津劝业
601,600820,隧道股份
602,600819,耀皮玻璃
603,600818,中路股份
604,600816,安信信托
605,600814,杭州解百
606,600812,华北制药
607,600811,东方集团
608,600810,神马股份
609,600809,山西汾酒
610,600808,马钢股份
611,600807,天业股份
612,600805,悦达投资
613,600804,鹏博士
614,600803,新奥股份
615,600802,福建水泥
616,600801,华新水泥
617,600800,天津磁卡
618,600798,宁波海运
619,600797,浙大网新
620,600796,钱江生化
621,600795,国电电力
622,600794,保税科技
623,600792,云煤能源
624,600791,京能置业
625,600790,轻纺城
626,600789,鲁抗医药
627,600787,中储股份
628,600785,新华百货
629,600784,鲁银投资
630,600783,XD鲁信创
631,600782,新钢股份
632,600781,辅仁药业
633,600780,通宝能源
634,600779,水井坊
635,600778,友好集团
636,600777,新潮能源
637,600776,东方通信
638,600775,南京熊猫
639,600774,汉商集团
640,600773,西藏城投
641,600771,广誉远
642,600770,综艺股份
643,600769,祥龙电业
644,600768,宁波富邦
645,600766,园城黄金
646,600765,中航重机
647,600764,中电广通
648,600763,通策医疗
649,600761,安徽合力
650,600759,洲际油气
651,600758,红阳能源
652,600757,长江传媒
653,600756,浪潮软件
654,600755,厦门国贸
655,600754,锦江股份
656,600753,东方银星
657,600751,天海投资
658,600750,江中药业
659,600749,西藏旅游
660,600748,上实发展
661,600746,江苏索普
662,600745,中茵股份
663,600744,华银电力
664,600743,华远地产
665,600742,一汽富维
666,600741,华域汽车
667,600740,山西焦化
668,600739,辽宁成大
669,600738,兰州民百
670,600737,中粮糖业
671,600736,苏州高新
672,600735,新华锦
673,600734,实达集团
674,600731,湖南海利
675,600730,中国高科
676,600729,重庆百货
677,600728,佳都科技
678,600727,鲁北化工
679,600726,华电能源
680,600724,宁波富达
681,600723,首商股份
682,600722,金牛化工
683,600720,祁连山
684,600719,大连热电
685,600718,东软集团
686,600717,天津港
687,600716,凤凰股份
688,600715,文投控股
689,600714,金瑞矿业
690,600713,南京医药
691,600712,南宁百货
692,600711,盛屯矿业
693,600708,光明地产
694,600707,彩虹股份
695,600706,曲江文旅
696,600705,中航资本
697,600704,物产中大
698,600703,三安光电
699,600702,沱牌舍得
700,600699,均胜电子
701,600698,湖南天雁
702,600697,欧亚集团
703,600695,绿庭投资
704,600694,大商股份
705,600693,东百集团
706,600692,亚通股份
707,600691,阳煤化工
708,600690,青岛海尔
709,600689,上海三毛
710,600688,上海石化
711,600687,刚泰控股
712,600686,金龙汽车
713,600685,中船防务
714,600684,珠江实业
715,600683,京投发展
716,600682,南京新百
717,600681,百川能源
718,600679,上海凤凰
719,600678,四川金顶
720,600677,航天通信
721,600676,交运股份
722,600674,川投能源
723,600673,东阳光科
724,600671,天目药业
725,600668,尖峰集团
726,600667,太极实业
727,600666,奥瑞德
728,600665,天地源
729,600664,哈药股份
730,600663,陆家嘴
731,600662,强生控股
732,600661,新南洋
733,600660,福耀玻璃
734,600658,电子城
735,600657,信达地产
736,600655,豫园商城
737,600653,申华控股
738,600652,游久游戏
739,600651,飞乐音响
740,600650,锦江投资
741,600649,城投控股
742,600648,外高桥
743,600647,同达创业
744,600645,中源协和
745,600644,乐山电力
746,600643,爱建集团
747,600642,申能股份
748,600641,万业企业
749,600640,号百控股
750,600639,浦东金桥
751,600638,新黄浦
752,600637,东方明珠
753,600635,大众公用
754,600634,富控互动
755,600633,浙数文化
756,600630,龙头股份
757,600629,华建集团
758,600628,新世界
759,600626,申达股份
760,600624,复旦复华
761,600623,华谊集团
762,600622,嘉宝集团
763,600621,华鑫股份
764,600620,XD天宸股
765,600619,海立股份
766,600618,氯碱化工
767,600617,国新能源
768,600616,金枫酒业
769,600615,丰华股份
770,600614,鹏起科技
771,600613,神奇制药
772,600612,老凤祥
773,600611,大众交通
774,600610,中毅达
775,600609,金杯汽车
776,600606,绿地控股
777,600605,汇通能源
778,600604,市北高新
779,600602,云赛智联
780,600601,方正科技
781,600600,青岛啤酒
782,600599,熊猫金控
783,600598,北大荒
784,600597,光明乳业
785,600596,新安股份
786,600595,中孚实业
787,600594,益佰制药
788,600593,大连圣亚
789,600592,龙溪股份
790,600590,泰豪科技
791,600589,广东榕泰
792,600588,用友网络
793,600587,新华医疗
794,600586,金晶科技
795,600585,海螺水泥
796,600584,长电科技
797,600583,海油工程
798,600582,天地科技
799,600580,卧龙电气
800,600579,天华院
801,600578,京能电力
802,600577,精达股份
803,600576,万家文化
804,600575,皖江物流
805,600573,惠泉啤酒
806,600572,康恩贝
807,600571,信雅达
808,600570,恒生电子
809,600569,安阳钢铁
810,600568,中珠医疗
811,600567,山鹰纸业
812,600566,济川药业
813,600565,迪马股份
814,600563,法拉电子
815,600562,国睿科技
816,600561,江西长运
817,600560,金自天正
818,600559,老白干酒
819,600558,大西洋
820,600557,康缘药业
821,600555,海航创新
822,600552,凯盛科技
823,600551,时代出版
824,600550,保变电气
825,600549,厦门钨业
826,600548,深高速
827,600547,山东黄金
828,600545,新疆城建
829,600543,莫高股份
830,600538,国发股份
831,600537,亿晶光电
832,600536,中国软件
833,600535,天士力
834,600533,栖霞建设
835,600532,宏达矿业
836,600531,豫光金铅
837,600530,交大昂立
838,600529,山东药玻
839,600528,中铁工业
840,600527,江南高纤
841,600526,菲达环保
842,600525,长园集团
843,600523,贵航股份
844,600522,中天科技
845,600521,华海药业
846,600519,贵州茅台
847,600518,康美药业
848,600517,置信电气
849,600516,方大炭素
850,600515,海航基础
851,600513,联环药业
852,600512,腾达建设
853,600511,国药股份
854,600510,黑牡丹
855,600509,天富能源
856,600508,上海能源
857,600507,方大特钢
858,600506,香梨股份
859,600505,西昌电力
860,600503,华丽家族
861,600502,安徽水利
862,600501,航天晨光
863,600500,中化国际
864,600499,科达洁能
865,600498,烽火通信
866,600497,驰宏锌锗
867,600496,精工钢构
868,600495,晋西车轴
869,600493,凤竹纺织
870,600491,龙元建设
871,600490,鹏欣资源
